candidate,target,dataset_source,category,clean_caption,partition
B00CKLHXWK,B007WASL66,FashionIQ,toptee,the shirt is white with ruffles and a black skirt and longer sleeves,train
B00CJSTVJC,B00BJ9HE2S,FashionIQ,toptee,is a short white sleeve with humor text and has a bit letter print and is white color,train
B005GPY2EY,B005L8YRAU,FashionIQ,toptee,is light yellow with no sleeves and is yellow and sleeveless,train
B0081Q1FMC,B000PET95S,FashionIQ,toptee,the short sleeve shirt is white in color and it is white and has sleeves,train
B00FAUENIK,B00B1KCF5G,FashionIQ,toptee,the red shirt has a pep plum and is solid red colored with more covered shoulders,train
B008821506,B006T59TM0,FashionIQ,toptee,has a darker color and sleeves and has more grey,train
B00AHXIC96,B007JWE1D4,FashionIQ,toptee,the peasant shirt is silver in color and is silver with frilly sleeves,train
B0071C6AYK,B0086JXCRA,FashionIQ,toptee,is more whimsical and lighter in color and is lighter in color and has leopard graphic,train
B00BN97F9G,B00CMM2976,FashionIQ,toptee,is black and is sleeveless and is a dark,train
B00ARBUZH0,B00B804U84,FashionIQ,toptee,has a deeper cut neckline and cuffed sleeves and is red and has large v neck,train
B008CG0XX8,B008CG23OU,FashionIQ,toptee,is purple same shirt though and is darker,train
B0083VXVKO,B0083VXYY2,FashionIQ,toptee,is solid black in color and is more brown color,train
B00COA8VTG,B00BSF40PM,FashionIQ,toptee,the shirt has short sleeves and is maroon in color and red solid color shirt,train
B008YYBSE6,B008Q6DAIY,FashionIQ,toptee,is a long sleeve white and gray checkered shirt and is white and gray and stylish,train
B001MOKBLQ,B004BOD4ZO,FashionIQ,toptee,is sleeveless and black and black with strap sleeves different bite me logo,train
B007MXDO42,B0081RVPF8,FashionIQ,toptee,has open wide neck and color is blue and is a purple tshirt,train
B004U42Y2O,B008A72ORM,FashionIQ,toptee,is a darker blue and buttons are contrasting,train
B008S0CA1G,B008RYEYTO,FashionIQ,toptee,is dark brown without collars and is more colourfull,train
B00ESQLNQM,B00ESQLQ2I,FashionIQ,toptee,more white and is white with lacy collar and shorter sleeves,train
B00AVJQKMW,B00CC2PTNM,FashionIQ,toptee,the shirt is long sleeve and is purple in color and has longer sleeves and is less revealing,train
B003968OWI,B001YOM93C,FashionIQ,toptee,blue tee band logo and is darker,train
B008596138,B008D65WDI,FashionIQ,toptee,is black and long sleeves and is black and gray with long sleeves,train
B000TIID3E,B005LUPKEA,FashionIQ,toptee,is shorted and blue and has a v neck collar,train
B004MMFVMO,B000UB7XZY,FashionIQ,toptee,is blue button down with long sleeves and has long sleeve and is blue color,train
B00C9WFI9K,B005444IFK,FashionIQ,toptee,has no sleeves and a dark purple color and is a solid purple color,train
B0037EU24A,B0051ZJ9RO,FashionIQ,toptee,strappy multi color turquoise base and has a blue and black pattern,train
B00FM1D45A,B00DC99VXI,FashionIQ,toptee,is brighter colored and is sleeveless and has no sleeves,train
B0083WCZUU,B008CG0176,FashionIQ,toptee,has a larger graphic and women s tank top,train
B0083S18LQ,B007WA2GZI,FashionIQ,toptee,the shirt is loose fitting and is white in color and is frillier and white,train
B004S3CO36,B0031CI6ZU,FashionIQ,toptee,is more colorful and is solid orange in color,train
B007VF3W6Q,B008ZBP65K,FashionIQ,toptee,is white with no sleeves and purple designs and is a white tank top with a heart,train
B009VYVPQY,B005M0SI2U,FashionIQ,toptee,is a looser fit in shiny gold fabric and desired item is satin like and a lighter cream color,train
B002KFY7CU,B002KG87UW,FashionIQ,toptee,is a full button up and has white buttons,train
B00BKUAMI4,B00B0AKGGW,FashionIQ,toptee,is solid black with longer sleeves and is solid black,train
B007W9ZOYY,B00DSECZ7G,FashionIQ,toptee,is less revealing and black and is less revealing and darker,train
B005QA9U3W,B00D8TLR16,FashionIQ,toptee,is more whimsical and fun and a black and gray geometrical shirt,train
B00CWMDT2K,B00ELQB9B8,FashionIQ,toptee,is black with no sleeves and it is plain and has a longer sleeve,train
B00AIL3T5Y,B00880L06C,FashionIQ,toptee,the shirt has white and black checkers and has a smaller pattern,train
B007BWDDCM,B004RDG1F4,FashionIQ,toptee,the shirt is white with a green cartoon character and is white,train
B00AW8T5TC,B006MPBONO,FashionIQ,toptee,is black and white stripes with round neck and is striped fitted with no buttons,train
B0089O9RO4,B008BJWF3M,FashionIQ,toptee,has more colors and has a purple graphic on it,train
B0059MU0AY,B004QUAR4O,FashionIQ,toptee,the tank top is white in color and has stripes going down thickening near the waist,train
B009L5Y76S,B00AZQOUWI,FashionIQ,toptee,the shirt is long sleeved and pink and is red,train
B0055OGI84,B00C5JM2UA,FashionIQ,toptee,has small straps and is ruffled and in pink,train
B00BRN8MSG,B009MS31OS,FashionIQ,toptee,is orange and less fitted and it does not have a cuff and it is brown,train
B008MC2TQQ,B008MC2JHA,FashionIQ,toptee,is more flowing and not fitted and has short sleeves,train
B008G51I0W,B008G51IDY,FashionIQ,toptee,is exactly the same and is the same,train
B007RKO688,B008D18S8O,FashionIQ,toptee,the shirt is gray with the word love and has different graphic,train
B007WA2KWW,B0080E5INC,FashionIQ,toptee,is lighter and has longer sleeves and is a red shirt with two white stripes,train
B00DEZQ30O,B00C3CUDAU,FashionIQ,toptee,is darker coral with shorter sleeves and has shorter sleeves and is a solid color,train
B00ADX6MUQ,B00B11JTC2,FashionIQ,toptee,has different color patterns and has floral design,train
B00A789V1Y,B004RL7TRK,FashionIQ,toptee,is a grey tank and has no sleeves,train
B0051ZJ9RO,B006WO4DME,FashionIQ,toptee,has a multiple color tile pattern and has a brighter more geometric pattern,train
B00CWMDT2K,B00EEKM51O,FashionIQ,toptee,is shinier and less curvy and is less patterened and more dressy,train
B003BPZSTO,B00FXHINWC,FashionIQ,toptee,is black colored and has sleeves and no hood,train
B00EPQNHLY,B00EPQNTAI,FashionIQ,toptee,has short sleeves and open wide neck and has mid sleeves,train
B0088D23WY,B007E8ICOC,FashionIQ,toptee,has no sleeves but a black color and is sleeveless and black,train
B009ZGOLVO,B000FWCX1W,FashionIQ,toptee,has a cow graphic and is blue with cow logo,train
B007R24YII,B0072CFUKE,FashionIQ,toptee,has short sleeves with larger stripes and covers you up more,train
B004QDKV0G,B008OY5YKA,FashionIQ,toptee,is multicolored with shorter sleeved and is a patterned tee,train
B009YHIVYW,B00EEAP6LU,FashionIQ,toptee,has short sleeves and is longer and has more graphic print patterns and colors,train
B007Y3CJMI,B005HTQ134,FashionIQ,toptee,is bloody color and has v neck and is white with red graphic and is sleevless,train
B00GHQTG2Y,B000WNB5VI,FashionIQ,toptee,is a short sleeve shirt with drawn art and is black and fitted,train
B0075SFAU0,B00BFGSEOC,FashionIQ,toptee,has no lace and is cinched and is white and less fluffy,train
B009RL5SYG,B00FDLT1KG,FashionIQ,toptee,is dark grey colored with shorter sleeves and is black with sort sleeves,train
B003SLEIRY,B004U8BR9Q,FashionIQ,toptee,is a brighter color and v neck and is peach with a v neck and shorter sleeves,train
B002LOI1O0,B007RKLVJA,FashionIQ,toptee,has no sleeves and is sleeveless and pink,train
B007ZK3HTE,B00ADKJFR6,FashionIQ,toptee,has more different striped colors and is red with a pattern,train
B00683X1HC,B004WBZUWQ,FashionIQ,toptee,is darker colored and is black tee with green graphic on front,train
B00BQMZ6SW,B00BQJUPNQ,FashionIQ,toptee,has more sleeves and brighter colored and has sleeves and is less revealing,train
B0033WSUW2,B0098I63WY,FashionIQ,toptee,is black with white and longer sleeved,train
B008OPIJLU,B00DR2261Y,FashionIQ,toptee,is a yellow and maroon baseball tee and sport jursy look,train
B00ARRF6EQ,B00ATLGJSW,FashionIQ,toptee,has longer sleeves with black and white polka dots and is long sleeved and darker colored,train
B0054HGJFY,B00BTUY5EM,FashionIQ,toptee,is brighter and has more flowers and has a lighter colored floral design to it,train
B0037OMU04,B005G18KGE,FashionIQ,toptee,has v neck and shorter sleeves and is a tshirt with graphic image in dront,train
B009HC5AKM,B00A34L3N6,FashionIQ,toptee,is more wordy and is dark blue and a men s shirt,train
B009N7Y8DG,B008595MDI,FashionIQ,toptee,is more transparent and black and sheer,train
B00AML4I3M,B00ADWJF4M,FashionIQ,toptee,the tank top is is white with light gray stripes and is grey and white tank top,train
B00DBDTZ0Y,B00CRH50OK,FashionIQ,toptee,has a longer sleeve and more stripes and is striped with longer sleeves,train
B0064U8IH2,B0045QHB66,FashionIQ,toptee,is more glowing and less cartoonish and is black with blue picture,train
B00B1MY3OA,B004QM90CM,FashionIQ,toptee,is purple colored and is purple with longer sleeves,train
B009E6MY7I,B006VTF4GE,FashionIQ,toptee,is white with longer sleeves and is white and has short sleeve,train
B006ZIOUWU,B006ZIPH54,FashionIQ,toptee,is a pink dress with short sleeves and no collar,train
B00DQNC3GM,B00F4OT6XO,FashionIQ,toptee,is more gothic and has larger pattern and is more see through,train
B008UA8NCE,B00AQZQLWU,FashionIQ,toptee,v neck and white and is turquoise with yellow pattern,train
B00DZY0TU4,B00DS3YUC0,FashionIQ,toptee,has longer sleeves and has animal pattern and is long sleeved,train
B008VGMGDY,B00818ZL02,FashionIQ,toptee,is less revealing and is tan and longer sleeves,train
B0041ON1IY,B00A7K0Y4A,FashionIQ,toptee,has a light blue color with drawn art and blue and has a muppet with hair on it,train
B005OD7MDG,B005OD82TE,FashionIQ,toptee,the shirt is black with white writing and has a different graphic,train
B005GVQ64M,B00DXN1EGA,FashionIQ,toptee,is tan with a half sleeve and desired item is light brown with short sleeves,train
B00DCS1LM8,B00AZH7HZE,FashionIQ,toptee,is a floral white and blue top and is white colored with blue floral print,train
B00BR8KG4O,B005NIULJE,FashionIQ,toptee,is a colorful mini blouse dress with paisley motif and longer sleeves less pink more flowers,train
B006YXKJTY,B005006162,FashionIQ,toptee,is darker and has a light blue graphic on it,train
B00CQT6KWU,B004J1K81W,FashionIQ,toptee,is white with a different graphic and is white and has one character on it,train
B00DBDTZ0Y,B00CRPGHZS,FashionIQ,toptee,the shirt has no sleeves with white and black stripes and is darker,train
B00BB8WJZY,B0091R7K92,FashionIQ,toptee,has longer sleeves and a pattern and is red and black with print and longer sleeves,train
B00BOZ96NC,B006O60IU6,FashionIQ,toptee,is orange with one shoulder strap and it is orange and flowery,train
B002ZG8M8O,B004G0A7D0,FashionIQ,toptee,has longer sleeves and is less casual and is more solid colored,train
B008MB2R50,B00BGMHASG,FashionIQ,toptee,is white and is white and has no buttons,train
B007X43UAI,B003H3B9ZM,FashionIQ,toptee,the shirt is black with gray writing and has no buttons,train
B007PUR7JU,B008U8VSU0,FashionIQ,toptee,lighter in color and is pink with a tractor image,train
B008YF4V9E,B005X6Y2I2,FashionIQ,toptee,the shirt has long sleeves and his white and black and it is more monochromatic,train
B000OBO5O2,B000PZRN8C,FashionIQ,toptee,the shirt has capped sleeves and white in color and has longer sleeves and is white,train
B003AM7V20,B008QVADQG,FashionIQ,toptee,more ruffles with darker color and speggeti strap sleeves blue frills down center,train
B004DUNPMI,B007ZUS69K,FashionIQ,toptee,has more flared sleeves and less floral and has longer sleeve and is blue color,train
B007FP3PEG,B007FP3K9G,FashionIQ,toptee,is darker and has longer sleeves and is darker and has longer sleeves,train
B0083KP432,B007V4W7U4,FashionIQ,toptee,the shirt is low cut and red in color and shows less shoulder,train
B004MC97P6,B0063LVMF2,FashionIQ,toptee,has shorter sleeves and is sleeveless without grapic image in dront,train
B008K90QUW,B00CS36LB4,FashionIQ,toptee,has a high neckline and has stripes and is off shoulder with a ribbon and is bright color,train
B00D7IRJ2O,B0062SPWWK,FashionIQ,toptee,has longer sleeves and more patterns and has a lace backing,train
B00BTJMTFA,B00A403RKG,FashionIQ,toptee,the shirt is long sleeves and blue and gray in color and is blue with grey sleeves,train
B005OD82TE,B005OD6EJ4,FashionIQ,toptee,is lighter and says get your merry on,train
B00C125Z7S,B00BSWELJK,FashionIQ,toptee,has mix color and less shiny and has more color and more stripes,train
B00CWCSQTG,B0058FBPMO,FashionIQ,toptee,is black colored and has less font and more graphics,train
B005OCK7IO,B00B5TVN42,FashionIQ,toptee,has longer sleeves and is more musical and is black with a picture of blondie on the front,train
B00BIP1WLW,B00CDWJWMU,FashionIQ,toptee,is gray and white and is grey in color,train
B008O834PS,B009SDADXY,FashionIQ,toptee,is a short sleeve shirt with marilyn monroe and is pink,train
B00CTKZN4C,B009R6FP9Y,FashionIQ,toptee,is a striped t shirt with short sleeves and is a henley,train
B001JKUP9Q,B0079NDC7E,FashionIQ,toptee,fits tighter and has a different logo and is more fitting,train
B007HAGHGW,B008GT8AW2,FashionIQ,toptee,has a long sleeve with art at the top right corner and is black with longer sleeves,train
B003PDQNDW,B005HEILWS,FashionIQ,toptee,it is a light blue and is blue and has a sheep on it,train
B00AKL9N4S,B000P3MJC4,FashionIQ,toptee,is much shorter and has sleeves and is mainly blue and green in color,train
B003TJA33I,B0058BS13O,FashionIQ,toptee,has a longer sleeve and less stripes and has an animal print and is sheerer,train
B000W8RDMS,B00914S1QG,FashionIQ,toptee,has shorter sleeves with an image and is black with a colorful emblem,train
B001CF099Y,B001CEVACU,FashionIQ,toptee,is red and is red in color,train
B00DD61EJ4,B003ZJSM26,FashionIQ,toptee,the shirt is purple and sheer and is all purple toned,train
B0085IN4YS,B0096LVR3S,FashionIQ,toptee,is more colorufl and floral and has sleeves and is colorful,train
B009VYVA0A,B007R1Q3JC,FashionIQ,toptee,is beige colored and has shorter sleeves and has a lighter color,train
B00AZ7PNFU,B0077CWFWU,FashionIQ,toptee,is short sleeved with colored art and is less see through,train
B00CSICN5W,B00795RGJW,FashionIQ,toptee,has sleeves and is colorful and has sleeves,train
B0037EU24A,B0041LB6YS,FashionIQ,toptee,has floral and short sleeves and cotton knitted fabric,train
B004RUF8F6,B006K14SKG,FashionIQ,toptee,is a white loose sleeved blouse with gold embellishments and has no words on it,train
B0035EPU08,B0040NPY8G,FashionIQ,toptee,has patterns and longer sleeves and is tighter,train
B00BBQASKE,B003CH79EI,FashionIQ,toptee,the short sleeve shirt is black and has short sleeve and is black color,train
B00E82QZWI,B005XGXDUU,FashionIQ,toptee,is more feminine fitting and is less dark with different text,train
B008UB44EE,B003IHVIIK,FashionIQ,toptee,pink and is floral and sleeveless,train
B00816OBZK,B003DTMIIC,FashionIQ,toptee,is black and is darker in color and shorter sleeves,train
B0032Z81OC,B007Q15HD6,FashionIQ,toptee,is red with stripes and has chevrons and horizontally striped hem,train
B0079G1FIE,B0070VYFSA,FashionIQ,toptee,has longer sleeves and more colours and has longer sleeves with a red flower graphic,train
B008P520DM,B00889ABCM,FashionIQ,toptee,is more shiny and has no stripes and is gold and less casual,train
B0094G02TU,B008P5NWWU,FashionIQ,toptee,is white with polka dots and is white with details on the neck,train
B00FL8040M,B00G5RBE4S,FashionIQ,toptee,buttons up and is more blousey and is less shiny,train
B00CBD03DS,B004DHQHPI,FashionIQ,toptee,the shirt is black with white writing and a blue cartoon and draped shoulder detail,train
B00CKZ5XIW,B00CKZ5LE8,FashionIQ,toptee,has shiny blue and logo is clear and is lighter colored and less blue,train
B003E33W9G,B002TMUXFE,FashionIQ,toptee,has shorter sleeves and has a graphic,train
B003BQKAVE,B004XH5HXG,FashionIQ,toptee,is blue and is purple colored,train
B0083WV0EW,B00B5SKM36,FashionIQ,toptee,is white with shorter sleeves and is less fitted and shorter sleeves,train
B00CMM23F4,B00B7J95VI,FashionIQ,toptee,is more colorful and less fashionable and more everyday,train
B00CLYW5AQ,B00FBHEBNE,FashionIQ,toptee,has shoulder straps and a thin belt and has more shiny leather,train
